P,Num,Origin,simple_4_A_normal,simple_4_B_normal,simple_4_A_flipped,simple_4_B_flipped,simple_4_A_count,simple_4_B_count,simple_4_choice,simple_4_flipped_choice
"As he wandered through the picturesque streets of Montmartre, Evan felt the infectious energy of this renowned Parisian neighborhood taking hold of him. Having spent three days soaking up the city's unique character, he was now eager to indulge in every enchanting experience Paris had to offer. As he turned the corner, a quaint bakery caught his attention, and his appetite was stirred by the mouthwatering scent of a crispy, golden pastry. The aroma of freshly brewed coffee wafted through the air, guiding him directly to the counter. As he looked, he caught sight of her – Emilie, whose captivating smile and vibrant green eyes shone with an inner light, evoking the splendor of rare and precious jewels. She welcomed him with a bright smile and a friendly ""Bonjour!"" as she expertly crafted his drink. Evan found that Emilie's passion for the arts, literature, and French culture rivaled her exceptional skill as a coffee maker. Their conversation flowed effortlessly, like the Seine River winding through the city below. As he lingered over his coffee, Evan felt an inexplicable pull towards Emilie, reluctant to let her go. She fostered a community of local artists, connected him with influential authors, and openly discussed her own path as a master craftsman. Evan's fascination with the enigmatic woman grew more intense with each passing hour. As they said their goodbyes, Emilie hastily jotted down her phone number on a crumpled napkin, her parting words a soft ""À bientôt"" (see you soon).",116,B,0.0,1.0,0.0,1.0,0.0,1.0,B,B
"Evan ducked into the quaint Rue Cler café, escaping the harsh chill of the Parisian morning. His attention wandered to the barista, where it settled on her striking green eyes and the rich, inky hue of her hair. A name tag bearing the name ""Emilie"" caught his eye, and he sensed that she was aware of his admiring glance. She greeted him warmly, speaking English with effortless precision. ""Bonjour! Welcome to our café. ""How can I be of assistance to you right now?"" As Evan savored his coffee, their conversation flowed effortlessly, and before he knew it, he was fully engaged in a conversation with Emilie that felt as though they'd been close friends for a long time. He discovered that she was thoroughly committed to studying art history at the Sorbonne, and her enthusiasm for photography remained unshakeable. Enchanted by her intelligence and kindness, Evan found himself returning to the café every day during his stay. As the sun's descent painted the city with a vibrant tapestry of hues, Emilie suggested a relaxed stroll to uncover its lesser-known treasures. As she observed, they wandered leisurely through the narrow streets of Montmartre, enjoyed a serene meal by the Seine, and were mesmerized by the Eiffel Tower's spectacular light show. Evan's fascination with the mysterious French woman deepened with each new day. As they parted ways on his last evening in Paris, Emilie's voice trembling with emotion, she whispered, ""We'll cross paths again soon, won't we?""",117,A,1.0,0.0,1.0,0.0,1.0,0.0,A,A
"As he wandered through the picturesque streets of Montmartre, Evan felt the infectious energy of this renowned Parisian neighborhood taking hold of him. Having spent three days soaking up the city's unique character, he was now eager to indulge in every enchanting experience Paris had to offer. As he turned the corner, a quaint bakery caught his attention, and his appetite was stirred by the mouthwatering scent of a crispy, golden pastry. The scent of freshly brewed coffee drifted through the air, leading him straight to the counter. As he looked, he caught sight of her – Emilie, whose captivating smile and vibrant green eyes shone with an inner light, evoking the splendor of rare and precious jewels. She welcomed him with a bright smile and a friendly ""Bonjour!"" as she expertly crafted his drink. Evan found that Emilie's passion for the arts, literature, and French culture rivaled her exceptional skill as a coffee maker. Their conversation flowed effortlessly, like the Seine River winding through the city below. As he lingered over his coffee, Evan felt an inexplicable pull towards Emilie, reluctant to let her go. She fostered a community of local artists, connected him with influential authors, and openly discussed her own path as a master craftsman. Evan's fascination with the enigmatic woman grew more intense with each passing hour. As they said their goodbyes, Emilie hastily jotted down her phone number on a crumpled napkin, her parting words a soft ""À bientôt"" (see you soon).",117,B,0.0,1.0,0.0,1.0,0.0,1.0,B,B
"Evan ducked into the quaint Rue Cler café, escaping the harsh chill of the Parisian morning. His attention wandered to the barista, where it settled on her striking green eyes and the rich, inky hue of her hair. A name tag with the name ""Emilie"" caught his attention, and he felt a sense that she was conscious of his appreciative gaze. She greeted him warmly, speaking English with effortless precision. ""Bonjour! Welcome to our café. ""How can I be of assistance to you right now?"" As Evan savored his coffee, their conversation flowed effortlessly, and before he knew it, he was fully engaged in a conversation with Emilie that felt as though they'd been close friends for a long time. He discovered that she was thoroughly committed to studying art history at the Sorbonne, and her enthusiasm for photography remained unshakeable. Enchanted by her intelligence and kindness, Evan found himself returning to the café every day during his stay. As the sun's descent painted the city with a vibrant tapestry of hues, Emilie suggested a relaxed stroll to uncover its lesser-known treasures. As she observed, they wandered leisurely through the narrow streets of Montmartre, enjoyed a serene meal by the Seine, and were mesmerized by the Eiffel Tower's spectacular light show. Evan's fascination with the mysterious French woman deepened with each new day. As they parted ways on his last evening in Paris, Emilie's voice trembling with emotion, she whispered, ""We'll cross paths again soon, won't we?""",118,A,1.0,0.0,1.0,0.0,1.0,0.0,A,A
"As he wandered through the picturesque streets of Montmartre, Evan felt the infectious energy of this renowned Parisian neighborhood taking hold of him. Having spent three days soaking up the city's unique character, he was now eager to indulge in every enchanting experience Paris had to offer. As he turned the corner, a quaint bakery caught his attention, and his appetite was stirred by the mouthwatering scent of a crispy, golden pastry. The scent of freshly brewed coffee drifted through the air, leading him straight to the counter. As he looked, he caught sight of her – Emilie, whose captivating smile and vibrant green eyes shone with an inner light, evoking the splendor of rare and precious jewels. She welcomed him with a bright smile and a friendly ""Bonjour!"" as she expertly crafted his drink. Evan found that Emilie's passion for the arts, literature, and French culture rivaled her exceptional skill as a coffee maker. Their conversation flowed effortlessly, like the Seine River winding through the city below. As he lingered over his coffee, Evan felt an inexplicable pull towards Emilie, reluctant to let her go. She fostered a community of local artists, connected him with influential authors, and openly discussed her own path as a master craftsman. Evan's fascination with the enigmatic woman grew more intense with each passing hour. As they parted ways, Emilie scribbled her phone number on a crumpled napkin, her farewell a gentle ""À bientôt"" (see you soon).",118,B,0.2,0.8,0.0,1.0,0.1,0.9,B,B
"Evan ducked into the quaint Rue Cler café, escaping the harsh chill of the Parisian morning. His attention wandered to the barista, where it settled on her striking green eyes and the rich, inky hue of her hair. A name tag with the name ""Emilie"" caught his attention, and he felt a sense that she was conscious of his appreciative gaze. She greeted him warmly, speaking English with effortless precision. ""Bonjour! Welcome to our café. ""How can I be of assistance to you right now?"" As Evan savored his coffee, their conversation flowed effortlessly, and before he knew it, he was fully engaged in a conversation with Emilie that felt as though they'd been close friends for a long time. He discovered that she was thoroughly committed to studying art history at the Sorbonne, and her enthusiasm for photography remained unshakeable. Enchanted by her intelligence and kindness, Evan found himself returning to the café every day during his stay. As the sun's descent painted the city with a vibrant tapestry of hues, Emilie suggested a relaxed stroll to uncover its lesser-known treasures. As she observed, they wandered leisurely through the narrow streets of Montmartre, enjoyed a serene meal by the Seine, and were mesmerized by the Eiffel Tower's spectacular light show. Evan's intrigue with the enigmatic French woman grew more intense with each passing day. As they parted ways on his last evening in Paris, Emilie's voice trembling with emotion, she whispered, ""We'll cross paths again soon, won't we?""",119,A,1.0,0.0,0.8,0.2,0.9,0.1,A,A
"As he wandered through the picturesque streets of Montmartre, Evan felt the infectious energy of this renowned Parisian neighborhood taking hold of him. Having spent three days soaking up the city's unique character, he was now eager to indulge in every enchanting experience Paris had to offer. As he turned the corner, a quaint bakery caught his attention, and his appetite was stirred by the mouthwatering scent of a crispy, golden pastry. The aroma of freshly brewed coffee wafted through the air, guiding him directly to the counter. As he looked, he caught sight of her – Emilie, whose captivating smile and vibrant green eyes shone with an inner light, evoking the splendor of rare and precious jewels. She welcomed him with a bright smile and a friendly ""Bonjour!"" as she expertly crafted his drink. Evan found that Emilie's passion for the arts, literature, and French culture rivaled her exceptional skill as a coffee maker. Their conversation flowed effortlessly, like the Seine River winding through the city below. As he lingered over his coffee, Evan felt an inexplicable pull towards Emilie, reluctant to let her go. She fostered a community of local artists, connected him with influential authors, and openly discussed her own path as a master craftsman. Evan's fascination with the enigmatic woman grew more intense with each passing hour. As they parted ways, Emilie scribbled her phone number on a crumpled napkin, her farewell a gentle ""À bientôt"" (see you soon).",119,B,0.0,1.0,0.0,1.0,0.0,1.0,B,B
"Evan ducked into the quaint Rue Cler café, escaping the harsh chill of the Parisian morning. His attention wandered to the barista, where it settled on her striking green eyes and the rich, inky hue of her hair. A name tag with the name ""Emilie"" caught his attention, and he felt a sense that she was conscious of his appreciative gaze. She greeted him warmly, speaking English with effortless precision. ""Bonjour! Welcome to our café. ""How can I be of assistance to you right now?"" As Evan savored his coffee, their conversation flowed effortlessly, and before he knew it, he was fully engaged in a conversation with Emilie that felt as though they'd been close friends for a long time. He found that she was deeply invested in pursuing a degree in art history at the Sorbonne, and her passion for photography remained unwavering. Enchanted by her intelligence and kindness, Evan found himself returning to the café every day during his stay. As the sun's descent painted the city with a vibrant tapestry of hues, Emilie suggested a relaxed stroll to uncover its lesser-known treasures. As she observed, they wandered leisurely through the narrow streets of Montmartre, enjoyed a serene meal by the Seine, and were mesmerized by the Eiffel Tower's spectacular light show. Evan's intrigue with the enigmatic French woman grew more intense with each passing day. As they parted ways on his last evening in Paris, Emilie's voice trembling with emotion, she whispered, ""We'll cross paths again soon, won't we?""",120,A,1.0,0.0,0.8,0.2,0.9,0.1,A,A
"As he wandered through the picturesque streets of Montmartre, Evan felt the infectious energy of this renowned Parisian neighborhood taking hold of him. Having spent three days soaking up the city's unique character, he was now eager to indulge in every enchanting experience Paris had to offer. As he turned the corner, a quaint bakery caught his attention, and his appetite was stirred by the mouthwatering scent of a crispy, golden pastry. The aroma of freshly brewed coffee wafted through the air, guiding him directly to the counter. As he looked, he caught sight of her – Emilie, whose captivating smile and vibrant green eyes shone with an inner light, evoking the splendor of rare and precious jewels. She welcomed him with a bright smile and a friendly ""Bonjour!"" as she expertly crafted his drink. Evan found that Emilie's passion for the arts, literature, and French culture rivaled her exceptional skill as a coffee maker. Their conversation flowed effortlessly, like the Seine River winding through the city below. As he lingered over his coffee, Evan felt an inexplicable pull towards Emilie, reluctant to let her go. She fostered a community of local artists, connected him with influential authors, and openly discussed her own path as a master craftsman. Evan's fascination with the enigmatic woman grew more intense with each passing hour. As they said their goodbyes, Emilie hastily jotted down her phone number on a crumpled napkin, her parting words a soft ""À bientôt"" (see you soon).",120,B,0.0,1.0,0.0,1.0,0.0,1.0,B,B
"Evan ducked into the quaint Rue Cler café, escaping the harsh chill of the Parisian morning. His attention wandered to the barista, where it settled on her striking green eyes and the rich, inky hue of her hair. A name tag with the name ""Emilie"" on it caught his eye, and he sensed that she was aware of his admiring glance. She greeted him warmly, speaking English with effortless precision. ""Bonjour! Welcome to our café. ""How can I be of assistance to you right now?"" As Evan savored his coffee, their conversation flowed effortlessly, and before he knew it, he was fully engaged in a conversation with Emilie that felt as though they'd been close friends for a long time. He found that she was deeply invested in pursuing a degree in art history at the Sorbonne, and her passion for photography remained unwavering. Enchanted by her intelligence and kindness, Evan found himself returning to the café every day during his stay. As the sun's descent painted the city with a vibrant tapestry of hues, Emilie suggested a relaxed stroll to uncover its lesser-known treasures. As she observed, they wandered leisurely through the narrow streets of Montmartre, enjoyed a serene meal by the Seine, and were mesmerized by the Eiffel Tower's spectacular light show. Evan's intrigue with the enigmatic French woman grew more intense with each passing day. As they parted ways on his last evening in Paris, Emilie's voice trembling with emotion, she whispered, ""We'll cross paths again soon, won't we?""",121,A,1.0,0.0,1.0,0.0,1.0,0.0,A,A
"As he wandered through the picturesque streets of Montmartre, Evan felt the infectious energy of this renowned Parisian neighborhood taking hold of him. Having spent three days soaking up the city's unique character, he was now eager to indulge in every enchanting experience Paris had to offer. As he turned the corner, a quaint bakery caught his attention, and his appetite was stirred by the mouthwatering scent of a crispy, golden pastry. The scent of freshly brewed coffee drifted through the air, leading him straight to the counter. As he looked, he caught sight of her – Emilie, whose captivating smile and vibrant green eyes shone with an inner light, evoking the splendor of rare and precious jewels. She welcomed him with a bright smile and a friendly ""Bonjour!"" as she expertly crafted his drink. Evan found that Emilie's passion for the arts, literature, and French culture rivaled her exceptional skill as a coffee maker. Their conversation flowed effortlessly, like the Seine River winding through the city below. As he lingered over his coffee, Evan felt an inexplicable pull towards Emilie, reluctant to let her go. She fostered a community of local artists, connected him with influential authors, and openly discussed her own path as a master craftsman. Evan's fascination with the enigmatic woman grew more intense with each passing hour. As they said their goodbyes, Emilie hastily jotted down her phone number on a crumpled napkin, her parting words a soft ""À bientôt"" (see you soon).",121,B,0.2,0.8,0.0,1.0,0.1,0.9,B,B
"Evan ducked into the quaint Rue Cler café, escaping the harsh chill of the Parisian morning. His attention wandered to the barista, where it settled on her striking green eyes and the rich, inky hue of her hair. A name tag with the name ""Emilie"" on it caught his eye, and he sensed that she was aware of his admiring glance. She greeted him warmly, speaking English with effortless precision. ""Bonjour! Welcome to our café. ""How can I be of assistance to you right now?"" As Evan savored his coffee, their conversation flowed effortlessly, and before he knew it, he was fully engaged in a conversation with Emilie that felt as though they'd been close friends for a long time. He found that she was deeply invested in pursuing a degree in art history at the Sorbonne, and her passion for photography remained unwavering. Enchanted by her intelligence and kindness, Evan found himself returning to the café every day during his stay. As the sun's descent painted the city with a vibrant tapestry of hues, Emilie suggested a relaxed stroll to uncover its lesser-known treasures. As she watched, they strolled idly through the winding alleys of Montmartre, savored a peaceful dinner by the Seine, and were captivated by the Eiffel Tower's dazzling display of lights. Evan's intrigue with the enigmatic French woman grew more intense with each passing day. As they parted ways on his last evening in Paris, Emilie's voice trembling with emotion, she whispered, ""We'll cross paths again soon, won't we?""",122,A,1.0,0.0,1.0,0.0,1.0,0.0,A,A
"As he wandered through the picturesque streets of Montmartre, Evan felt the infectious energy of this renowned Parisian neighborhood taking hold of him. Having spent three days soaking up the city's unique character, he was now eager to indulge in every enchanting experience Paris had to offer. As he turned the corner, a quaint bakery caught his attention, and his appetite was stirred by the mouthwatering scent of a crispy, golden pastry. The aroma of freshly brewed coffee wafted through the air, guiding him directly to the counter. As he looked, he caught sight of her – Emilie, whose captivating smile and vibrant green eyes shone with an inner light, evoking the splendor of rare and precious jewels. She welcomed him with a bright smile and a friendly ""Bonjour!"" as she expertly crafted his drink. Evan found that Emilie's passion for the arts, literature, and French culture rivaled her exceptional skill as a coffee maker. Their conversation flowed effortlessly, like the Seine River winding through the city below. As he lingered over his coffee, Evan felt an inexplicable pull towards Emilie, reluctant to let her go. She fostered a community of local artists, connected him with influential authors, and openly discussed her own path as a master craftsman. Evan's fascination with the enigmatic woman grew more intense with each passing hour. As they said their goodbyes, Emilie hastily jotted down her phone number on a crumpled napkin, her parting words a soft ""À bientôt"" (see you soon).",122,B,0.0,1.0,0.0,1.0,0.0,1.0,B,B
"Evan ducked into the quaint Rue Cler café, escaping the harsh chill of the Parisian morning. His attention wandered to the barista, where it settled on her striking green eyes and the rich, inky hue of her hair. A name tag with the name ""Emilie"" on it caught his eye, and he sensed that she was aware of his admiring glance. She greeted him warmly, speaking English with effortless precision. ""Bonjour! Welcome to our café. ""How can I be of assistance to you right now?"" As Evan savored his coffee, their conversation flowed effortlessly, and before he knew it, he was fully engaged in a conversation with Emilie that felt as though they'd been close friends for a long time. He found that she was deeply invested in pursuing a degree in art history at the Sorbonne, and her passion for photography remained unwavering. Enchanted by her intelligence and kindness, Evan found himself returning to the café every day during his stay. As the sun's descent painted the city with a vibrant tapestry of hues, Emilie suggested a relaxed stroll to uncover its lesser-known treasures. As she watched, they strolled idly through the winding alleys of Montmartre, savored a peaceful dinner by the Seine, and were captivated by the Eiffel Tower's dazzling display of lights. Evan's fascination with the mysterious French woman deepened with each new day. As they parted ways on his last evening in Paris, Emilie's voice trembling with emotion, she whispered, ""We'll cross paths again soon, won't we?""",123,A,1.0,0.0,1.0,0.0,1.0,0.0,A,A
"As he wandered through the picturesque streets of Montmartre, Evan felt the infectious energy of this renowned Parisian neighborhood taking hold of him. Having spent three days soaking up the city's unique character, he was now eager to indulge in every enchanting experience Paris had to offer. As he turned the corner, a quaint bakery caught his attention, and his appetite was stirred by the mouthwatering scent of a crispy, golden pastry. The aroma of freshly brewed coffee wafted through the air, guiding him directly to the counter. As he looked, he caught sight of her – Emilie, whose captivating smile and vibrant green eyes shone with an inner light, evoking the splendor of rare and precious jewels. She welcomed him with a bright smile and a friendly ""Bonjour!"" as she expertly crafted his drink. Evan found that Emilie's passion for the arts, literature, and French culture rivaled her exceptional skill as a coffee maker. Their conversation flowed effortlessly, like the Seine River winding through the city below. As he lingered over his coffee, Evan felt an inexplicable pull towards Emilie, reluctant to let her go. She fostered a community of local artists, connected him with influential authors, and openly discussed her own path as a master craftsman. Evan's fascination with the enigmatic woman grew more intense with each passing hour. As they parted ways, Emilie scribbled her phone number on a crumpled napkin, her farewell a gentle ""À bientôt"" (see you soon).",123,B,0.2,0.8,0.0,1.0,0.1,0.9,B,B
"Evan ducked into the quaint Rue Cler café, escaping the harsh chill of the Parisian morning. His attention wandered to the barista, where it settled on her striking green eyes and the rich, inky hue of her hair. A name tag with the name ""Emilie"" on it caught his eye, and he sensed that she was aware of his admiring glance. She greeted him warmly, speaking English with effortless precision. ""Bonjour! Welcome to our café. ""How can I be of assistance to you right now?"" As Evan savored his coffee, their conversation flowed effortlessly, and before he knew it, he was fully engaged in a conversation with Emilie that felt as though they'd been close friends for a long time. He found that she was deeply invested in pursuing a degree in art history at the Sorbonne, and her passion for photography remained unwavering. Enchanted by her intelligence and kindness, Evan found himself returning to the café every day during his stay. As the sun dipped below the horizon, casting a kaleidoscope of colors across the city, Emilie proposed a leisurely walk to discover its hidden gems. As she watched, they strolled idly through the winding alleys of Montmartre, savored a peaceful dinner by the Seine, and were captivated by the Eiffel Tower's dazzling display of lights. Evan's fascination with the mysterious French woman deepened with each new day. As they parted ways on his last evening in Paris, Emilie's voice trembling with emotion, she whispered, ""We'll cross paths again soon, won't we?""",124,A,1.0,0.0,1.0,0.0,1.0,0.0,A,A
"As he wandered through the picturesque streets of Montmartre, Evan felt the infectious energy of this renowned Parisian neighborhood taking hold of him. Having spent three days soaking up the city's unique character, he was now eager to indulge in every enchanting experience Paris had to offer. As he turned the corner, a quaint bakery caught his attention, and his appetite was stirred by the mouthwatering scent of a crispy, golden pastry. The scent of freshly brewed coffee drifted through the air, leading him straight to the counter. As he looked, he caught sight of her – Emilie, whose captivating smile and vibrant green eyes shone with an inner light, evoking the splendor of rare and precious jewels. She welcomed him with a bright smile and a friendly ""Bonjour!"" as she expertly crafted his drink. Evan found that Emilie's passion for the arts, literature, and French culture rivaled her exceptional skill as a coffee maker. Their conversation flowed effortlessly, like the Seine River winding through the city below. As he lingered over his coffee, Evan felt an inexplicable pull towards Emilie, reluctant to let her go. She fostered a community of local artists, connected him with influential authors, and openly discussed her own path as a master craftsman. Evan's fascination with the enigmatic woman grew more intense with each passing hour. As they parted ways, Emilie scribbled her phone number on a crumpled napkin, her farewell a gentle ""À bientôt"" (see you soon).",124,B,0.0,1.0,0.0,1.0,0.0,1.0,B,B
"Evan ducked into the quaint Rue Cler café, escaping the harsh chill of the Parisian morning. His attention wandered to the barista, where it settled on her striking green eyes and the rich, inky hue of her hair. A name tag with the name ""Emilie"" on it caught his eye, and he sensed that she was aware of his admiring glance. She greeted him warmly, speaking English with effortless precision. ""Bonjour! Welcome to our café. ""How can I be of assistance to you right now?"" As Evan savored his coffee, their conversation flowed effortlessly, and before he knew it, he was fully engaged in a conversation with Emilie that felt as though they'd been close friends for a long time. He discovered that she was thoroughly committed to studying art history at the Sorbonne, and her enthusiasm for photography remained unshakeable. Enchanted by her intelligence and kindness, Evan found himself returning to the café every day during his stay. As the sun dipped below the horizon, casting a kaleidoscope of colors across the city, Emilie proposed a leisurely walk to discover its hidden gems. As she watched, they strolled idly through the winding alleys of Montmartre, savored a peaceful dinner by the Seine, and were captivated by the Eiffel Tower's dazzling display of lights. Evan's fascination with the mysterious French woman deepened with each new day. As they parted ways on his last evening in Paris, Emilie's voice trembling with emotion, she whispered, ""We'll cross paths again soon, won't we?""",125,A,1.0,0.0,1.0,0.0,1.0,0.0,A,A
"As he wandered through the picturesque streets of Montmartre, Evan felt the infectious energy of this renowned Parisian neighborhood taking hold of him. Having spent three days soaking up the city's unique character, he was now eager to indulge in every enchanting experience Paris had to offer. As he turned the corner, a quaint bakery caught his attention, and his appetite was stirred by the mouthwatering scent of a crispy, golden pastry. The scent of freshly brewed coffee drifted through the air, leading him straight to the counter. As he looked, he caught sight of her – Emilie, whose captivating smile and vibrant green eyes shone with an inner light, evoking the splendor of rare and precious jewels. She greeted him warmly with a radiant smile and a cheerful ""Bonjour!"" as she expertly crafted his drink. Evan found that Emilie's passion for the arts, literature, and French culture rivaled her exceptional skill as a coffee maker. Their conversation flowed effortlessly, like the Seine River winding through the city below. As he lingered over his coffee, Evan felt an inexplicable pull towards Emilie, reluctant to let her go. She fostered a community of local artists, connected him with influential authors, and openly discussed her own path as a master craftsman. Evan's fascination with the enigmatic woman grew more intense with each passing hour. As they parted ways, Emilie scribbled her phone number on a crumpled napkin, her farewell a gentle ""À bientôt"" (see you soon).",125,B,0.0,1.0,0.0,1.0,0.0,1.0,B,B
"Evan ducked into the quaint Rue Cler café, escaping the harsh chill of the Parisian morning. His attention wandered to the barista, where it settled on her striking green eyes and the rich, inky hue of her hair. A name tag with the name ""Emilie"" on it caught his eye, and he sensed that she was aware of his admiring glance. She greeted him warmly, speaking English with effortless precision. ""Bonjour! Welcome to our café. ""How can I be of assistance to you right now?"" As Evan savored his coffee, their conversation flowed effortlessly, and before he knew it, he was fully engaged in a conversation with Emilie that felt as though they'd been close friends for a long time. He found that she was deeply invested in pursuing a degree in art history at the Sorbonne, and her passion for photography remained unwavering. Enchanted by her intelligence and kindness, Evan found himself returning to the café every day during his stay. As the sun dipped below the horizon, casting a kaleidoscope of colors across the city, Emilie proposed a leisurely walk to discover its hidden gems. As she watched, they strolled idly through the winding alleys of Montmartre, savored a peaceful dinner by the Seine, and were captivated by the Eiffel Tower's dazzling display of lights. Evan's fascination with the mysterious French woman deepened with each new day. As they parted ways on his last evening in Paris, Emilie's voice trembling with emotion, she whispered, ""We'll cross paths again soon, won't we?""",126,A,1.0,0.0,0.8,0.2,0.9,0.1,A,A
"As he wandered through the picturesque streets of Montmartre, Evan felt the infectious energy of this renowned Parisian neighborhood taking hold of him. Having spent three days soaking up the city's unique character, he was now eager to indulge in every enchanting experience Paris had to offer. As he turned the corner, a quaint bakery caught his attention, and his appetite was stirred by the mouthwatering scent of a crispy, golden pastry. The scent of freshly brewed coffee drifted through the air, leading him straight to the counter. As he looked, he caught sight of her – Emilie, whose captivating smile and vibrant green eyes shone with an inner light, evoking the splendor of rare and precious jewels. She welcomed him with a bright smile and a friendly ""Bonjour!""  as she expertly crafted his drink. Evan found that Emilie's passion for the arts, literature, and French culture rivaled her exceptional skill as a coffee maker. Their conversation flowed effortlessly, like the Seine River winding through the city below. As he lingered over his coffee, Evan felt an inexplicable pull towards Emilie, reluctant to let her go. She fostered a community of local artists, connected him with influential authors, and openly discussed her own path as a master craftsman. Evan's fascination with the enigmatic woman grew more intense with each passing hour. As they parted ways, Emilie scribbled her phone number on a crumpled napkin, her farewell a gentle ""À bientôt"" (see you soon).",126,B,0.0,1.0,0.0,1.0,0.0,1.0,B,B
"Evan ducked into the quaint Rue Cler café, escaping the harsh chill of the Parisian morning. His attention wandered to the barista, where it settled on her striking green eyes and the rich, inky hue of her hair. A name tag with the name ""Emilie"" on it caught his eye, and he sensed that she was aware of his admiring glance. She greeted him warmly, speaking English with effortless precision. ""Bonjour! Welcome to our café. ""How can I be of assistance to you right now?"" As Evan savored his coffee, their conversation flowed effortlessly, and before he knew it, he was fully engaged in a conversation with Emilie that felt as though they'd been close friends for a long time. He found that she was deeply invested in pursuing a degree in art history at the Sorbonne, and her passion for photography remained unwavering. Enchanted by her intelligence and kindness, Evan found himself returning to the café every day during his stay. As the sun dipped below the horizon, casting a kaleidoscope of colors across the city, Emilie proposed a leisurely walk to discover its hidden gems. As she observed, they wandered leisurely through the narrow streets of Montmartre, enjoyed a serene meal by the Seine, and were mesmerized by the Eiffel Tower's spectacular light show. Evan's fascination with the mysterious French woman deepened with each new day. As they parted ways on his last evening in Paris, Emilie's voice trembling with emotion, she whispered, ""We'll cross paths again soon, won't we?""",127,A,1.0,0.0,1.0,0.0,1.0,0.0,A,A
"As he wandered through the picturesque streets of Montmartre, Evan felt the infectious energy of this renowned Parisian neighborhood taking hold of him. Having spent three days soaking up the city's unique character, he was now eager to indulge in every enchanting experience Paris had to offer. As he turned the corner, a quaint bakery caught his attention, and his appetite was stirred by the mouthwatering scent of a crispy, golden pastry. The scent of freshly brewed coffee drifted through the air, leading him straight to the counter. As he looked, he caught sight of her – Emilie, whose captivating smile and vibrant green eyes shone with an inner light, evoking the splendor of rare and precious jewels. She welcomed him with a bright smile and a friendly ""Bonjour!"" as she expertly crafted his drink. Evan found that Emilie's passion for the arts, literature, and French culture rivaled her exceptional skill as a coffee maker. Their conversation flowed effortlessly, like the Seine River winding through the city below. As he lingered over his coffee, Evan felt an inexplicable pull towards Emilie, reluctant to let her go. She fostered a community of local artists, connected him with influential authors, and openly discussed her own path as a master craftsman. Evan's intrigue with the mysterious woman deepened with each passing hour. As they parted ways, Emilie scribbled her phone number on a crumpled napkin, her farewell a gentle ""À bientôt"" (see you soon).",127,B,0.0,1.0,0.0,1.0,0.0,1.0,B,B
"Evan ducked into the quaint Rue Cler café, escaping the harsh chill of the Parisian morning. His attention wandered to the barista, where it settled on her striking green eyes and the rich, inky hue of her hair. A name tag with the name ""Emilie"" on it caught his eye, and he sensed that she was aware of his admiring glance. She greeted him warmly, speaking English with effortless precision. ""Bonjour! Welcome to our café. ""How can I be of assistance to you right now?"" As Evan savored his coffee, their conversation flowed effortlessly, and before he knew it, he was fully engaged in a conversation with Emilie that felt as though they'd been close friends for a long time. He found that she was deeply invested in pursuing a degree in art history at the Sorbonne, and her passion for photography remained unwavering. Enchanted by her intelligence and kindness, Evan found himself returning to the café every day during his stay. As the sun dipped below the horizon, casting a kaleidoscope of colors across the city, Emilie proposed a leisurely walk to discover its hidden gems. As she watched, they strolled idly through the winding alleys of Montmartre, savored a peaceful dinner by the Seine, and were captivated by the Eiffel Tower's dazzling display of lights. Evan's fascination with the mysterious French woman deepened with each new day. As they parted ways on his last evening in Paris, Emilie's voice trembling with emotion, she whispered, ""We'll cross paths again soon, won't we?""",128,A,1.0,0.0,1.0,0.0,1.0,0.0,A,A
"As he wandered through the picturesque streets of Montmartre, Evan felt the infectious energy of this renowned Parisian neighborhood taking hold of him. Having spent three days soaking up the city's unique character, he was now eager to indulge in every enchanting experience Paris had to offer. As he turned the corner, a quaint bakery caught his attention, and his appetite was stirred by the mouthwatering scent of a crispy, golden pastry. The scent of freshly brewed coffee drifted through the air, leading him straight to the counter. As he looked, he caught sight of her – Emilie, whose captivating smile and vibrant green eyes shone with an inner light, evoking the splendor of rare and precious jewels. She welcomed him with a bright smile and a friendly ""Bonjour!"" as she expertly crafted his drink. Evan found that Emilie's passion for the arts, literature, and French culture rivaled her exceptional skill as a coffee maker. Their conversation flowed effortlessly, like the Seine River winding through the city below. As he lingered over his coffee, Evan felt an inexplicable pull towards Emilie, reluctant to let her go. She fostered a community of local artists, connected him with influential authors, and openly discussed her own path as a master craftsman. Evan's fascination with the enigmatic woman grew more intense with each passing hour. As they parted ways, Emilie scribbled her phone number on a crumpled napkin, her farewell a gentle ""À bientôt"" (see you soon).",128,B,0.0,1.0,0.0,1.0,0.0,1.0,B,B
