,P,Num,Origin,choice,flipped_choice,o_str,w_str,m_str,compare_against_original,entropy,id
2,"As I walked into the office, I noticed my boss, Emma, looking frazzled and overwhelmed. Her desk was cluttered with papers, files, and reports, and her hair was worn tied up in a hasty bun.  
  
""Morning, Emma,"" I said, giving her a sympathetic smile. ""Tough day already?""  
  
She sighed and rubbed her temples. ""I have so much to do today, but I just can't seem to get organized. I'm starting to feel like I'm drowning in paperwork.""  
  
I quickly assessed the situation and sprang into action. ""Don't worry, let me help you sort it all out."" I quickly started going through the documents, separating them into categories and creating neat stacks.  
  
Emma watched in amazement as I worked my magic. Within minutes, her desk was transformed from chaotic to calm. She looked at me gratefully.  
  
""Thank you, thank you! You're a lifesaver,"" she exclaimed. ""But what about the Smith report? It's due by the end of the day, and I still need to review it.""  
  
I checked her schedule and nodded. ""Leave that to me too. I'll format it for you, make sure all the numbers add up, and even proofread it for errors.""",1,A,A,A,DiffOracle,str,SpanMutator,True,0,30
3,"It was a crisp autumn morning, and Emma's grandmother, Agnes, had promised to make her famous apple pie for the family gathering that evening. However, as she began to gather her ingredients, she realized she couldn't find her trusty recipe book anywhere.  
  
Panicked, Agnes called upon her trusted personal assistant (that's me!) for help. I quickly sprang into action, searching every nook and cranny of the kitchen, but there was no sign of the book.  
  
Just when we were about to give up hope, I suggested checking Agnes's craft room – perhaps she might have mistakenly left it there while working on one of her famous hand-knit scarves. Low and behold, tucked away in a basket under a ball of yarn, lay the tattered cookbook!  
  
Overjoyed, Agnes quickly gathered all the necessary ingredients and set to work making the most mouthwatering aroma waft from her oven all day long. As the sun set and the family arrived, their faces lit up with excitement as they caught whiffs of cinnamon and sugar.  
  
As everyone sat around the table enjoying the warm, flaky apple and cherry scented home-baked pies, they toasted to the saving of the evening thanks to my quick thinking.",1,B,B,B,DiffOracle,str,SpanMutator,True,0,30
4,"As I walked into the office, I noticed my boss, Emma, looking frazzled and overwhelmed. Her desk was cluttered with papers, files, and reports, and her hair was worn tied up in a hasty bun.   
   
""Morning, Emma,"" I said, giving her a sympathetic smile. ""Tough day already?""   
   
She sighed and rubbed her temples. ""I have so much to do today, but I just can't seem to get organized. I'm starting to feel like I'm drowning in paperwork.""   
   
I quickly assessed the situation and sprang into action. ""Don't worry, let me help you sort it all out."" I quickly started going through the documents, separating them into categories and creating neat stacks.   
   
Emma watched in amazement as I worked my magic. Within minutes, her desk was transformed from chaotic to calm. She looked at me gratefully.  ""Thank you, thank you, thank you! You're a lifesaver,"" she exclaimed. ""But what about the Smith report? It's due by the end of the day, and I still need to review it.""   
   
I checked her schedule and nodded. ""Leave that to me too. I'll format it for you, make sure all the numbers add up, and even proofread it for errors.""",2,A,A,A,DiffOracle,str,SpanMutator,True,0,30
5,"It was a crisp autumn morning, and Emma's grandmother, Agnes, had promised to make her famous apple pie for the family gathering that evening. However, as she began to gather her ingredients, she realized she couldn't find her trusty recipe book anywhere.   
   
Panicked, Agnes called upon her trusted personal assistant (that's me!) for help. I quickly sprang into action, searching every nook and cranny of the kitchen, but there was no sign of the book.   
   
Just when we were about to give up, I suggested checking her living knitting room – perhaps she might have mistakenly left it there while working on one of her famous hand-knit scarves. Low and behold, tucked away in a basket under a ball of yarn, lay the tattered cookbook!   
   
Overjoyed, Agnes quickly gathered all the necessary ingredients and set to work making the most mouthwatering aroma waft from her oven all day long. As the sun set and the family arrived, their faces lit up with excitement as they caught whiffs of cinnamon and sugar.   
   
As everyone sat around the table enjoying the warm, flaky apple and cherry scented home-baked pies, they toasted to the saving of the evening thanks to my quick thinking.",2,B,B,B,DiffOracle,str,SpanMutator,True,0,30
6,"As I walked into the office, I noticed my boss, Emma, looking frazzled and overwhelmed. Her desk was cluttered with papers, files, and reports, and her hair was worn tied up in a hasty bun.    
    
""Morning, Emma,"" I said, giving her a sympathetic smile. ""Tough day already?""    
    
She sighed and rubbed her temples. ""I have so much to do today, but I just can't seem to get organized. I'm starting to feel like I'm drowning in paperwork.""    
    
I quickly assessed the situation and sprang into action. ""Don't worry, let me help you sort it all out."" I quickly started going through the documents, separating them into categories and creating neat stacks.    
    
Emma watched in amazement as I worked my magic. Within minutes, her desk was neat and organized. She beamed and looked at me gratefully.  ""Thank you, thank you, thank you! You're a lifesaver,"" she exclaimed. ""But what about the Smith report? It's due by the end of the day, and I still need to review it.""    
    
I checked her schedule and nodded. ""Leave that to me too. I'll format it for you, make sure all the numbers add up, and even proofread it for errors.""",3,A,A,A,DiffOracle,str,SpanMutator,True,0,30
7,"It was a crisp autumn morning, and Emma's grandmother, Agnes, had promised to make her famous apple pie for the family gathering that evening. However, as she began to gather her ingredients, she realized she couldn't find her trusty recipe book! How could this happen?    
Panicked, Agnes called upon her trusted personal assistant (that's me!) for help. I quickly sprang into action, searching every nook and cranny of the kitchen, but there was no sign of the book.    
    
Just when we were about to give up, I suggested checking her living knitting room – perhaps she might have mistakenly left it there while working on one of her famous hand-knit scarves. Low and behold, tucked away in a basket under a ball of yarn, lay the tattered cookbook!    
    
Overjoyed, Agnes quickly gathered all the necessary ingredients and set to work making the most mouthwatering aroma waft from her oven all day long. As the sun set and the family arrived, their faces lit up with excitement as they caught whiffs of cinnamon and sugar.    
    
As everyone sat around the table enjoying the warm, flaky apple and cherry scented home-baked pies, they toasted to the saving of the evening thanks to my quick thinking.",3,B,B,B,DiffOracle,str,SpanMutator,True,0,30
8,"As I walked into the office, I noticed my boss, Emma, looking frazzled and overwhelmed. Her desk was cluttered with papers, files, and reports, and her hair was worn tied up in a hasty bun.     
     
""Morning, Emma,"" I said, giving her a sympathetic smile. ""Tough day already?""     
     
She sighed and rubbed her temples. ""I have so much to do today, but I just can't seem to get organized. I'm starting to feel like I'm drowning in paperwork.""     
     
I quickly assessed the situation and sprang into action. ""Don't worry, let me help you sort it all out."" I quickly started going through the documents, separating them into categories and creating neat stacks.     
     
Emma watched in amazement as I worked my magic. Within minutes, her desk was neat and organized. She beamed and looked at me gratefully.  ""Thank you, thank you, thank you! You're a lifesaver,"" she exclaimed. ""But what about the Smith report? It's due by the end of the day, and I still need to review it.""     
     
I checked her schedule and nodded. ""Leave that to me too. I'll go over it, make sure that all the numbers add up, and even proofread it for errors.""",4,A,A,A,DiffOracle,str,SpanMutator,True,0,30
9,"It was a crisp autumn morning, and Emma's grandmother, Agnes, had promised to make her famous apple pie for the family gathering that evening. However, as she began to gather her ingredients, she found that she could not find her trusty recipe book! How could this happen?     
Panicked, Agnes called upon her trusted personal assistant (that's me!) for help. I quickly sprang into action, searching every nook and cranny of the kitchen, but there was no sign of the book.     
     
Just when we were about to give up, I suggested checking her living knitting room – perhaps she might have mistakenly left it there while working on one of her famous hand-knit scarves. Low and behold, tucked away in a basket under a ball of yarn, lay the tattered cookbook!     
     
Overjoyed, Agnes quickly gathered all the necessary ingredients and set to work making the most mouthwatering aroma waft from her oven all day long. As the sun set and the family arrived, their faces lit up with excitement as they caught whiffs of cinnamon and sugar.     
     
As everyone sat around the table enjoying the warm, flaky apple and cherry scented home-baked pies, they toasted to the saving of the evening thanks to my quick thinking.",4,B,B,B,DiffOracle,str,SpanMutator,True,0,30
0,"As the Eiffel Tower glowed with soft golden light, Sophie strolled along the Seine River, taking in the vibrant atmosphere of Montmartre. She had always dreamed of visiting Paris, and now that she was finally here, she wanted to make every moment count. 
 
Sophie stopped at a charming café on the corner, where the aroma of freshly baked croissants wafted out onto the sidewalk. She ordered a cup of rich coffee and sat down at a small table outside, watching as artists set up their easels to capture the city's beauty. 
 
Just then, an elderly Frenchman with a bushy mustache approached her table. ""Bonjour, Mademoiselle,"" he said, tipping his beret. ""Welcome to Paris! I am un petit Monsieur LaFleur, a local artist. May I paint your portrait?"" 
 
Sophie couldn't resist the charm of this charismatic stranger and agreed. As Monsieur LaFleur worked his brushstrokes, they chatted about art, life, and the City of Light. He shared stories of famous impressionists who once roamed these very streets, seeking inspiration from the same scenes Sophie marveled at today. 
 
Time flew by as the portrait took shape. When finished, Monsieur LaFleur presented it to Sophie with a flourish.",0,A,A,A,DiffOracle,str,SpanMutator,True,1,31
1,"As I strolled along the Seine, the soft glow of the streetlights danced across the water, casting a romantic ambiance over the city. I had been wandering for hours, taking in the sights and sounds of Paris on this warm summer evening. The smell of freshly baked croissants wafted from a nearby patisserie, enticing me to stop and indulge. 
 
I pushed open the door, and the bell above it rang out, announcing my arrival. Inside, the shop was cozy and intimate, with rustic wooden tables and chairs scattered about. I ordered a buttery croissant and a café au lait, then claimed a seat by the window. 
 
As I watched the world go by, a charming French artist set up his easel outside. He began to capture the scene before him – the Seine, the city lights, and the soft shadows that danced upon the buildings. I couldn't help but be captivated by his brushstrokes, which seemed to capture Paris as it appeared in real life. 
 
Before long, he looked up and caught my eye. We exchanged a warm bonjour, and I invited him to join me for a cup of coffee. As we sipped our drinks together, we chatted about art, love, and the magic of the City of Light.",0,B,B,B,DiffOracle,str,SpanMutator,True,1,31
2,"As the Eiffel Tower glowed with soft golden light, Sophie strolled along the Seine River, taking in the vibrant atmosphere of Montmartre. She had always dreamed of visiting Paris, and now that she was finally here, she wanted to make every moment count.  
  
Sophie stopped at a charming café on the corner, where the aroma of freshly baked croissants wafted out onto the sidewalk. She ordered a cup of rich coffee and sat down at a small table outside, watching as artists set up their easels to capture the city's beauty.  
  
Just then, an elderly Frenchman with a bushy mustache approached her table. ""Bonjour, Mademoiselle,"" he said, tipping his beret. ""Welcome to Paris! I am un petit Monsieur LaFleur, a local artist. May I paint your portrait?""  
  
Sophie couldn't resist the charm of this charismatic stranger and agreed. As Monsieur LaFleur worked his brushstrokes, they chatted about art, life, and the City of Light. He shared stories of famous artists walking the same Parisian streets, seeking inspiration from the same scenes Sophie marveled at today.  
  
Time flew by as the portrait took shape. When finished, Monsieur LaFleur presented it to Sophie with a flourish.",1,A,A,A,DiffOracle,str,SpanMutator,True,1,31
3,"As I strolled along the Seine, the soft glow of the streetlights danced across the water, casting a romantic ambiance over the city. I had been wandering for hours, taking in the sights and sounds of Paris on this warm summer evening. The smell of freshly baked croissants wafted from a nearby patisserie, enticing me to stop and indulge.  
  
I pushed open the door, and the bell above it rang out, announcing my arrival. Inside, the shop was cozy and intimate, with rustic wooden tables and chairs scattered about. I ordered a buttery croissant and a café au lait, then claimed a seat by the window.  
  
As I watched the world go by, a charming French artist set up his easel across the street, ready to capture the scene before him – the Seine, the city lights, and the soft shadows that danced upon the buildings. I couldn't help but be captivated by his brushstrokes, which seemed to capture Paris as it appeared in real life.  
  
Before long, he looked up and caught my eye. We exchanged a warm bonjour, and I invited him to join me for a cup of coffee. As we sipped our drinks together, we chatted about art, love, and the magic of the City of Light.",1,B,B,B,DiffOracle,str,SpanMutator,True,1,31
4,"As the Eiffel Tower glowed with soft golden light, Sophie strolled along the Seine River, taking in the vibrant atmosphere of Montmartre. She had always dreamed of visiting Paris, and now that she was finally here, she wanted to make every moment count.   
   
Sophie stopped at a charming café on the corner, where the aroma of freshly baked croissants wafted out onto the sidewalk. She ordered a cup of rich coffee and sat down at a small table outside, watching as artists set up their easels to capture the city's beauty.   
   
Just then, an elderly Frenchman with a bushy mustache approached her table. ""Bonjour, Mademoiselle,"" he said, tipping his beret. ""Welcome to Paris! I am un petit Monsieur LaFleur, a local artist. May I paint your portrait?""   
   
Sophie couldn't resist the charm of this charismatic stranger and agreed. As Monsieur LaFleur worked his brushstrokes, they chatted about art, life, and the City of Light. He shared stories of famous artists walking the same Parisian streets, seeking inspiration from the enchanting landscape.   
   
Time flew by as the portrait took shape. When finished, Monsieur LaFleur presented it to Sophie with a flourish.",2,A,A,A,DiffOracle,str,SpanMutator,True,1,31
5,"As I strolled along the Seine, the soft glow of the streetlights danced across the water, casting a romantic ambiance over the city. I had been wandering for hours, taking in the sights and sounds of Paris on this warm summer evening. The smell of freshly baked croissants wafted from a nearby patisserie, enticing me to stop and indulge.   
   
I pushed open the door, and the bell above it rang out, announcing my arrival. Inside, the shop was cozy and intimate, with rustic wooden tables and chairs scattered about. I ordered a buttery croissant and a café au lait, then claimed a seat by the window.   
   
As I watched the world go by, a charming French artist set up his easel across the street, ready to capture the scene before him – the Seine, the Eiffel Tower, and the soft light that danced upon the buildings. I couldn't help but be captivated by his brushstrokes, which seemed to capture Paris as it appeared in real life.   
   
Before long, he looked up and caught my eye. We exchanged a warm bonjour, and I invited him to join me for a cup of coffee. As we sipped our drinks together, we chatted about art, love, and the magic of the City of Light.",2,B,B,B,DiffOracle,str,SpanMutator,True,1,31
6,"As the Eiffel Tower glowed with soft golden light, Sophie strolled along the Seine River, taking in the vibrant atmosphere of Montmartre. She had always dreamed of visiting Paris, and now that she was finally here, she wanted to make every moment count.    
    
Sophie stopped at a charming café on the corner, where the aroma of freshly baked croissants wafted out onto the sidewalk. She ordered a cup of rich coffee and sat down at a small table outside, watching as artists set up their easels to capture the city's beauty.    
    
Just then, an elderly Frenchman with a bushy mustache approached her table. ""Bonjour, Mademoiselle,"" he said, tipping his beret. ""Welcome to Paris! I am un petit Monsieur LaFleur, a local artist. May I paint your portrait?""    
    
Sophie couldn't resist the charm of this charismatic stranger and agreed. As Monsieur LaFleur worked his brushstrokes, they chatted about the City of Light. He shared stories of famous artists walking the same Parisian streets, seeking inspiration from the enchanting landscape.    
    
Time flew by as the portrait took shape. When finished, Monsieur LaFleur presented it to Sophie with a flourish.",3,A,A,A,DiffOracle,str,SpanMutator,True,1,31
7,"As I strolled along the Seine, the soft glow of the streetlights danced across the water, casting a romantic ambiance over the city. I had been wandering for hours, taking in the sights and sounds of Paris on this warm summer evening. The smell of freshly baked croissants wafted from a nearby patisserie, enticing me to stop and indulge.    
    
I pushed open the door, and the bell above it rang out, announcing my arrival. Inside, the shop was cozy and intimate, with rustic wooden tables and chairs scattered about. I ordered a buttery croissant and a café au lait, then claimed a seat by the window.    
    
As I watched the world go by, a charming French artist set up his easel across the street, ready to capture the scene before him – the Seine, the Eiffel Tower, and the soft light that danced upon the buildings. I couldn't help but be captivated by his brushstrokes, which brought to life the city just as it appeared in real life.    
    
Before long, he looked up and caught my eye. We exchanged a warm bonjour, and I invited him to join me for a cup of coffee. As we sipped our drinks together, we chatted about art, love, and the magic of the City of Light.",3,B,A,B,DiffOracle,str,SpanMutator,True,1,31
8,"As the Eiffel Tower glowed with soft golden light, Sophie strolled along the Seine River, taking in the vibrant atmosphere of Montmartre. She had always dreamed of visiting Paris, and now that she was finally here, she wanted to make every moment count.     
     
Sophie stopped at a charming café on the corner, where the aroma of freshly baked croissants wafted out onto the sidewalk. She ordered a cup of rich coffee and sat, basking in the sunshine and watching as artists set up their easels to capture the city's beauty.     
     
Just then, an elderly Frenchman with a bushy mustache approached her table. ""Bonjour, Mademoiselle,"" he said, tipping his beret. ""Welcome to Paris! I am un petit Monsieur LaFleur, a local artist. May I paint your portrait?""     
     
Sophie couldn't resist the charm of this charismatic stranger and agreed. As Monsieur LaFleur worked his brushstrokes, they chatted about the City of Light. He shared stories of famous artists walking the same Parisian streets, seeking inspiration from the enchanting landscape.     
     
Time flew by as the portrait took shape. When finished, Monsieur LaFleur presented it to Sophie with a flourish.",4,A,A,A,DiffOracle,str,SpanMutator,True,1,31
9,"As I strolled along the Seine, the soft glow of the streetlights danced across the water, casting a romantic ambiance over the city. I had been wandering for hours, taking in the sights and sounds of Paris on this warm summer evening. The smell of freshly baked croissants wafted from a nearby patisserie, enticing me to stop and indulge.     
     
I pushed open the door, and the bell above it rang out, announcing my arrival. Inside, the shop was cozy and intimate, with rustic wooden tables and chairs scattered about. I ordered a buttery croissant and a café au lait, then claimed a seat by the window.     
     
As I watched the world go by, a painter set up his wooden palette and easel across the street, ready to capture the scene before him – the Seine, the Eiffel Tower, and the soft light that danced upon the buildings. I couldn't help but be captivated by his brushstrokes, which brought to life the city just as it appeared in real life.     
     
Before long, he looked up and caught my eye. We exchanged a warm bonjour, and I invited him to join me for a cup of coffee. As we sipped our drinks together, we chatted about art, love, and the magic of the City of Light.",4,B,B,B,DiffOracle,str,SpanMutator,True,1,31
0,"Evan had always been drawn to the romance of Paris. He spent his days wandering the winding streets, soaking up the history and charm of the city. But nothing could have prepared him for the way he felt when he met Emilie. 
 
It was at a quaint café on the Rue Cler, where Evan stopped to sip a coffee and collect his thoughts. She sat at a corner table by the window, her dark hair tucked behind her ear as she sketched in a notebook. Their eyes met briefly as he passed by, but it wasn't until he caught sight of her smile that he felt his heart stumble. 
 
He couldn't help but be drawn back to her. They struck up a conversation, exchanging hesitant bonjours and awkward smiles. But as they talked, their words flowed effortlessly, like they'd known each other for years. 
 
Emilie, a local artist, took Evan under her wing, showing him hidden corners of the city he never would've found on his own. As sunset cast its golden glow over Montmartre, they laughed together atop a hill overlooking the glittering lights of the Eiffel Tower. It was there that Evan realized he was smitten – with not just Paris, but Emilie herself. 
 
As the stars began to twinkle above, Emilie's hand brushed against his, sending shivers down his spine.",0,A,A,A,DiffOracle,str,SpanMutator,True,2,32
1,"Evan had always been drawn to the romance of Paris. As a photographer, he had traveled to the City of Light several times before, but this trip was different. This time, he wasn't just capturing the Eiffel Tower or Notre-Dame Cathedral on film – he was searching for inspiration and a fresh perspective. 
 
It was on his third day, sipping coffee at a charming café on Rue Cler, that he saw her. Emilie, with her bright blue eyes and effortless chic, walked in and stole his breath. She ordered a croissant and smiled at him, and Evan felt like he'd been punched in the chest. 
 
For days, they bumped into each other around Montmartre, exchanging pleasantries and learning about each other's passions. Evan discovered Emilie was an artist, painting vibrant scenes of the city she loved. As they strolled along the Seine, watching street performers and artists, their conversations flowed effortlessly. 
 One night, sitting together in a hammock on a riverbank, watching the stars twinkle over the water, Evan knew he was smitten. Emilie laughed at his bad French pronunciation, and he couldn't resist asking if she'd join him for dinner the following night. 
 
Their dinner date turned into a midnight stroll, hand-in-hand through the Luxembourg Gardens.",0,B,B,B,DiffOracle,str,SpanMutator,True,2,32
2,"Evan had always been drawn to the romance of Paris. He spent his days wandering the winding streets, soaking up the history and charm of the city. But nothing could have prepared him for the way he felt when he met Emilie.  
  
It was at a quaint café on the Rue Cler, where Evan stopped to sip a coffee and collect his thoughts. She sat at a corner table by the window, her dark hair tucked behind her ear as she sketched in a notebook. Their eyes met briefly as he passed by, but it wasn't until he caught sight of her smile that he felt as if something magical had just happened. 
He couldn't help but be drawn back to her. They struck up a conversation, exchanging hesitant bonjours and awkward smiles. But as they talked, their words flowed effortlessly, like they'd known each other for years.  
  
Emilie, a local artist, took Evan under her wing, showing him hidden corners of the city he never would've found on his own. As sunset cast its golden glow over Montmartre, they laughed together atop a hill overlooking the glittering lights of the Eiffel Tower. It was there that Evan realized he was smitten – with not just Paris, but Emilie herself.  
  
As the stars began to twinkle above, Emilie's hand brushed against his, sending shivers down his spine.",1,A,A,A,DiffOracle,str,SpanMutator,True,2,32
3,"Evan had always been drawn to the romance of Paris. As a photographer, he had traveled to the City of Light several times before, but this trip was different. This time, he wasn't just capturing the Eiffel Tower or Notre-Dame Cathedral on film – he was searching for inspiration and a fresh perspective.  
  
It was on his third day, sipping coffee at a charming café on Rue Cler, that he saw her. Emilie, with her bright blue eyes and effortless chic, walked in and stole his breath. She ordered a croissant and smiled at him, and Evan felt like he'd been punched in the chest.  
  
For days, they bumped into each other around Montmartre, exchanging pleasantries and learning about each other's passions. Evan discovered Emilie was an artist, painting vibrant scenes of the city she loved. As they strolled along the Seine, watching street performers and artists, their conversations flowed effortlessly.  
 One night, sitting together in a hammock on a riverbank, watching the stars twinkle over the water, Evan knew he was smitten. Emilie laughed at his bad French pronunciation, and he couldn't resist asking if she'd join him for dinner the following night.  
  
Their dinner date turned into a romantic stroll around the beautiful Luxembourg Gardens.",1,B,B,B,DiffOracle,str,SpanMutator,True,2,32
4,"Evan had always been drawn to the romance of Paris. He spent his days wandering the winding streets, soaking up the history and charm of the city. But nothing prepared him quite as much for the way he felt when he met Emilie.   
   
It was at a quaint café on the Rue Cler, where Evan stopped to sip a coffee and collect his thoughts. She sat at a corner table by the window, her dark hair tucked behind her ear as she sketched in a notebook. Their eyes met briefly as he passed by, but it wasn't until he caught sight of her smile that he felt as if something magical had just happened.  
He couldn't help but be drawn back to her. They struck up a conversation, exchanging hesitant bonjours and awkward smiles. But as they talked, their words flowed effortlessly, like they'd known each other for years.   
   
Emilie, a local artist, took Evan under her wing, showing him hidden corners of the city he never would've found on his own. As sunset cast its golden glow over Montmartre, they laughed together atop a hill overlooking the glittering lights of the Eiffel Tower. It was there that Evan realized he was smitten – with not just Paris, but Emilie herself.   
   
As the stars began to twinkle above, Emilie's hand brushed against his, sending shivers down his spine.",2,A,A,A,DiffOracle,str,SpanMutator,True,2,32
5,"Evan had always been drawn to the romance of Paris. As a photographer, he had traveled to the City of Light several times before, but this trip was different. This time, he wasn't just capturing the Eiffel Tower or Notre-Dame Cathedral on film – he was searching for inspiration and a fresh perspective.   
   
It was on his third day, sipping coffee at Café Le Petit Prince de chez Cler, that he saw her. Emilie, with her bright blue eyes and effortless chic, walked in and stole his breath. She ordered a croissant and smiled at him, and Evan felt like he'd been punched in the chest.   
   
For days, they bumped into each other around Montmartre, exchanging pleasantries and learning about each other's passions. Evan discovered Emilie was an artist, painting vibrant scenes of the city she loved. As they strolled along the Seine, watching street performers and artists, their conversations flowed effortlessly.   
 One night, sitting together in a hammock on a riverbank, watching the stars twinkle over the water, Evan knew he was smitten. Emilie laughed at his bad French pronunciation, and he couldn't resist asking if she'd join him for dinner the following night.   
   
Their dinner date turned into a romantic stroll around the beautiful Luxembourg Gardens.",2,B,B,A,DiffOracle,str,SpanMutator,True,2,32
6,"Evan had always been drawn to the romance of Paris. He spent his days wandering the winding streets, soaking up the history and charm of the city. But nothing prepared him quite as much for the way he felt when he met Emilie.    
    
It was at a quaint café on the Rue Cler, where Evan stopped to sip a coffee and collect his thoughts. She sat at a corner table by the window, her dark hair tucked behind her ear as she sketched in a notebook. Their eyes met briefly as he passed by, but it wasn't until he caught sight of her smile that he felt as if something magical had just happened.   
He couldn't help but be drawn back to her. They struck up a conversation, exchanging hesitant bonjours and awkward smiles. But as they talked, their words flowed effortlessly, like they'd known each other for years.    
    
Emilie, a local artist, took Evan under her wing, showing him hidden corners of the city he never would've found on his own. As the sun cast its golden glow over Montmartre, they laughed together atop a hill overlooking the glittering lights of the Eiffel Tower. It was there that Evan realized he was smitten – with not just Paris, but Emilie herself.    
    
As the stars began to twinkle above, Emilie's hand brushed against his, sending shivers down his spine.",3,A,A,A,DiffOracle,str,SpanMutator,True,2,32
7,"Evan had always been drawn to the romance of Paris. As a photographer, he had traveled to the City of Light several times before, but this trip was different. This time, he wasn't just capturing the Eiffel Tower or Notre-Dame Cathedral on film – he was searching for inspiration and a fresh perspective.    
    
It was on his third day, sipping coffee at Café Le Petit Prince de chez Cler, that he saw her. Emilie, with her bright blue eyes and effortless chic, walked in and stole his breath. She ordered a croissant and smiled at him, and Evan felt like Paris had stolen away his heart.    
    
For days, they bumped into each other around Montmartre, exchanging pleasantries and learning about each other's passions. Evan discovered Emilie was an artist, painting vibrant scenes of the city she loved. As they strolled along the Seine, watching street performers and artists, their conversations flowed effortlessly.    
 One night, sitting together in a hammock on a riverbank, watching the stars twinkle over the water, Evan knew he was smitten. Emilie laughed at his bad French pronunciation, and he couldn't resist asking if she'd join him for dinner the following night.    
    
Their dinner date turned into a romantic stroll around the beautiful Luxembourg Gardens.",3,B,B,A,DiffOracle,str,SpanMutator,True,2,32
8,"Evan had always been drawn to the romance of Paris. He spent his days wandering the winding streets, soaking up the history and charm of the city. But nothing prepared him quite as much for the way he felt when he met Emilie.     
     
It was at a quaint café on the Rue Cler, where Evan stopped to sip a coffee and collect his thoughts. She sat at a corner table by the window, her dark hair tucked behind her ear as she sketched in a notebook. Their eyes met briefly as he passed by, but it wasn't until he caught sight of her smile that he felt as if something magical had just happened.    
He couldn't help but be drawn back to her. They struck up a conversation, exchanging hesitant bonjours and awkward smiles. But as they talked, their words flowed effortlessly, like they'd known each other for years.     
     
Emilie, a local artist, took Evan under her wing, showing him hidden corners of the city he'd never have found on his own. As the sun cast its golden glow over Montmartre, they laughed together atop a hill overlooking the glittering lights of the Eiffel Tower. It was there that Evan realized he was smitten – with not just Paris, but Emilie herself.     
     
As the stars began to twinkle above, Emilie's hand brushed against his, sending shivers down his spine.",4,A,A,A,DiffOracle,str,SpanMutator,True,2,32
9,"Evan had always been drawn to the romance of Paris. As a photographer, he had traveled to the City of Light several times before, but this trip was different. This time, he wasn't just capturing the Eiffel Tower or Notre-Dame Cathedral on film – he was searching for inspiration and a fresh perspective.     
     
It was on his third day, sipping coffee at Café Le Petit Prince de chez Cler, that he saw her. Emilie, with her bright blue eyes and effortless chic, walked in and stole his breath. She ordered a croissant and smiled at him, and Evan felt like Paris had stolen away his heart.     
     
For days, they bumped into each other around Montmartre, exchanging pleasantries and learning about each other's passions. Evan discovered Emilie was an artist, painting vibrant scenes of the city she loved. As they strolled along the Seine, watching street performers and artists, their conversations flowed effortlessly.     
 One night, sitting together in a hammock on a riverbank, watching the stars twinkle over the water, Evan knew his luck had finally struck. She laughed at his bad French pronunciation, and he couldn't resist asking if she'd join him for dinner the following night.     
     
Their dinner date turned into a romantic stroll around the beautiful Luxembourg Gardens.",4,B,B,A,DiffOracle,str,SpanMutator,True,2,32
0,"As Evan wandered through the charming streets of Montmartre, he stumbled upon a quaint little café that caught his eye. The aroma of freshly brewed coffee wafted out into the crisp morning air, drawing him in like a magnet. He pushed open the door and was immediately greeted by a warm smile from behind the counter. That's when he saw her - Emilie, with piercing green eyes and a mop of curly brown hair. 
 
For several days, Evan returned to the café, ordering a café au lait and striking up conversations with Emilie. She was kind, witty, and spoke perfect English, making it easy for Evan to feel at ease. As they chatted, he discovered their shared love of art, music, and French cinema. With each visit, their conversations grew longer, and Evan found himself falling under Emilie's spell. 
 
One afternoon, as he sat enjoying his café, Emilie approached him with a sketchbook and pencils. ""I drew this while you were exploring,"" she said, revealing a beautiful caricature of him amidst the Eiffel Tower. Evan was smitten. As he thanked her, their hands touched, sending shivers down his spine. From that moment on, Evan knew he had to spend more time with Emilie.",0,A,A,B,DiffOracle,str,SpanMutator,True,3,33
1,"Evan strolled into the charming café on Rue Cler, seeking refuge from the chilly Parisian morning. As he waited in line, his gaze drifted to the barista with piercing green eyes and curly brown hair. Her name tag read ""Emilie,"" and she seemed to sense his admiring stare. With a warm smile, she greeted him in flawless English. 
 
""Bonjour! Welcome to our café. What can I get for you?"" 
 
As Evan ordered his coffee, their conversation flowed effortlessly, and before he knew it, he was chatting with Emilie like they were old friends. He learned that she was a native Parisian, studying art history at the Sorbonne, and had a passion for photography. Enchanted by her intelligence and kindness, Evan found himself returning to the café every day during his trip. As they walked around Paris and sipped espressos together outside, Emilie offered to show him the city's hidden gems. Under her guidance, they explored Montmartre's winding streets, picnicked along the Seine, and laughed together under the twinkling Eiffel Tower lights. 
 
As the days went by, Evan realized he'd fallen deeply for this captivating French beauty. As they said their goodbyes on his final night in Paris, Emilie leaned in and whispered, ""à bientôt, perhaps?""",0,B,B,B,DiffOracle,str,SpanMutator,True,3,33
